Entity ID,Parent id,Path,Name,Altername 1,Altername 2,Altername 3,Link To,Fitler Url Key,H1 title,Description Title,Top Description,Description,Margin,Meta Title,Meta keywords,Meta Description
533,32,1/4/6/32/533,Dry Bags,Dry Bags,Dry Bags,Dry Bags,,,Custom printed dry bags online,,"Travel without worry with these top quality promotional dry bags from the Payless Promotions collection.
These are must-haves in today’s gadget-heavy times. After all, who hasn’t worried about their mobile phones, laptops and tablets getting wet? The weather can be unpredictable. And, the road awaits! Travel and exploration shouldn’t stop just because your devices might get wet. That’s what these awesome dry bags are for! ",,,Dry Bags Custom Printed With Your Logo | Australia's Lowest Prices,"Custom, Printed, Printed, Branded, Printing, Advertising, Logo, Business
",
534,118,1/4/6/118/534,Ice Buckets,Ice Buckets,Ice Buckets,Ice Buckets,,,Personalised ice buckets online,,"<!--<h3>Get Cool With Custom Branded Ice Buckets</h3>-->
What’s a great time with friends, family and love ones without custom ice buckets?! You need this when you want to chill and share good food and drinks with the best men and women in Australia! ",,,Promotional Ice Buckets Custom Branded With Your Logo | Australia,"Custom, Printed, Promotional, Branded, Engraved, Logo, Imprinted, Advertising",
535,118,1/4/6/118/535,Wine Carriers,Wine Carriers,Wine Carriers,Wine Carriers,,,Custom branded wine carriers,,"<!--<h3>Great Times With Our Custom Branded Wine Carriers</h3>-->
Get the good times started with your loved ones. These custom wine carriers from the Payless Promotions are sure to be part of the festivities. (Of course, don’t forget the bottles of wine!) 
If you are part of the food and hospitality industries, your business will surely need these promotional items. Align your brand with great personalised products and services. It starts with bottles of wine and these wine carriers!",,34.6,Wine Carriers Custom Branded With Your Logo | Lowest Prices In Australia,"Custom, Printed, Promotional, Branded, Logo, Promo, Imprinted, Advertising",
536,32,1/4/6/32/536,School Bags,,,,,https://paylesspromotions.com.au/promotional-products/bags/backpacks?rs_material=4285%2C4379,,,,,,,,
537,65,1/4/9/65/537,School & Pre-School Bags,School & Pre-School Bags,,,,https://paylesspromotions.com.au/promotional-products/bags/backpacks?rs_material=4285%2C76%2C4308,,,,,,,,
538,788,1/4/6/788/538,Cheeseboards And Knives,,,,,,Custom promo kitchen cheeseboards and knives,,"<!--<h3>Nail Your Corporate Christmas Shopping With Custom Branded Cheese Products</h3>-->
Class up your restaurant, café and the like with custom cheeseboard and knives that make food and drinks taste even better! We’re not kidding! 
Good taste starts with what people see. When it comes to these personalised boards and knives from Payless Promotions, you are guaranteed eating implements that level up your customers’ dining experience.",,48.4,Custom Printed Promotional Kitchen Cheeseboards And Knives | Australia,"Promotional,Branded,Logo,Corporate,Promotional,Branded,Logo,Corporate","Impress your team with Australia’s best Promotional Cheeseboards And Knives branded with your corporate or team logo. Save money every time on our huge Cheeseboard And Knive range with our ""Australia’s Lowest Price Guarantee"". Click through to find custom branded Cheeseboards And Knives perfect for your organisation, sports club, university or school."
539,67,1/4/9/67/539,Healthcare-Uniforms,Healthcare Uniforms,,,http://127.0.0.1/payless_m2/uniforms/nursing-uniforms,,,,,,,,,
540,67,1/4/9/67/540,"Restaurant, Bar & Cafe Uniforms",,,,http://127.0.0.1/payless_m2/uniforms/hospitality-uniforms,,,,,,,,,
541,67,1/4/9/67/541,Salon Uniforms,Salon Uniforms,,,http://127.0.0.1/payless_m2/uniforms/beauty-uniforms,,,,,,,,,
542,67,1/4/9/67/542,Dentist Uniforms,Dentist Uniforms,,,http://127.0.0.1/payless_m2/uniforms/dental-uniforms,,,,,,,,,
543,67,1/4/9/67/543,Hair Dresser Uniforms,Hair Dresser Uniforms,,,http://127.0.0.1/payless_m2/uniforms/hair-dressing-uniforms,,,,,,,,,
544,103,1/4/6/103/544,Baby Bottles,Lolly-Filled Baby Bottles,Lolly-Filled Baby Bottles,Lolly-Filled Baby Bottles,,,Promotional lolly-filled mini baby bottles,,,,,Mini Baby Bottle Lollies Custom Branded With Your Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
545,103,1/4/6/103/545,Nut Bars,Nut Bars,Nut Bars,Nut Bars,,,Promotional lolly bars branded with logo,,,,,Promo Lolly Bars Custom Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
546,103,1/4/6/103/546,Business Card Confectionery,Business Card Confectionery,Business Card Confectionery,Business Card Confectionery,,,Business cards with lollies attached,,,,,Your Business Card With Custom Branded Lollies Attached | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
547,103,1/4/6/103/547,Rolls of Lollies,Rolls of Lollies,Rolls of Lollies,Rolls of Lollies,,,Promotional lolly rolls branded with your logo,,,,,Promo Lolly Rolls Custom Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
548,103,1/4/6/103/548,Buckets,Buckets of Lollies,Buckets of Lollies,Buckets of Lollies,,,Promotional buckets of lollies branded with your logo,,,,,Buckets of Lollies Custom Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
549,103,1/4/6/103/549,Canisters,Canisters of Lollies,Canisters of Lollies,Canisters of Lollies,,,Promotional canisters of lollies branded with your logo,,,,,Canisters of Lollies Custom Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
550,103,1/4/6/103/550,Mini Suitcases,Mini Suitcase Lollies,Mini Suitcase Lollies,Mini Suitcase Lollies,,,Promotional mini suitcases with your corporate logo,,,,,Mini Lolly Suitcase Custom Branded With Your Logo  | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
551,103,1/4/6/103/551,Champagne Bottles,Lolly-Filled Champagne Bottles,Lolly-Filled Champagne Bottles,Lolly-Filled Champagne Bottles,,,Promotional mini champagne bottles branded with your logo,,,,,Mini Champagne Bottles Custom Branded With Your Logo  | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
552,103,1/4/6/103/552,Chocolates,Chocolates,Chocolates,Chocolates,,,Corporate Cchocolates custom printed with your logo,,,,,Custom Branded Promotional Chocolate | Lowest Prices in Australia,"Custom, Branded, Promotional, Printed, Corporate, Logo, Marketing, Promo",
553,103,1/4/6/103/553,Christmas,Christmas Lollies,Christmas Lollies,Christmas Lollies,,,Promotional Christmas lollies custom branded with your logo,,,,,Custom Branded Corporate Christmas Lollies | Lowest Prices in Australia,"Custom, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
554,103,1/4/6/103/554,Coffee Cups,Coffee Cups Filled With Lollies,Coffee Cups Filled With Lollies,Coffee Cups Filled With Lollies,,,Mini take-away coffee cups branded with your logo,,,,,Lollies in Mini Take-Away Coffee Cups Branded With Your Corporate Logo,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
555,103,1/4/6/103/555,Chocolate Coins,Chocolate Coins,Chocolate Coins,Chocolate Coins,,,Promotional chocolate coins branded with your logo,,,,,Promo Lolly Coins Custom Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
556,103,1/4/6/103/556,Dollars,Lolly-Filled Dollars,Lolly-Filled Dollars,Lolly-Filled Dollars,,,Lolly-filled dollar signs custom branded with your logo,,,,,Acrylic Dollar-Signs Filled With Lollies Custom Branded With Your Logo,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
557,103,1/4/6/103/557,Easter Eggs,Easter Eggs,Easter Eggs,Easter Eggs,,,Promotional Easter eggs custom branded with your logo,,,,,Promo Easter Eggs Custom Branded With Your Corporate Logo | Australia,"Promotional, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
558,103,1/4/6/103/558,Tubes,Tubes of Lollies,Tubes of Lollies,Tubes of Lollies,,,Promotional lolly tubes custom branded with your logo,,,,,Tubes of Lollies Custom Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
559,103,1/4/6/103/559,Hearts,Lolly-Filled Hearts,Lolly-Filled Hearts,Lolly-Filled Hearts,,,Promotional Valentines hearts custom branded with your logo,,,,,Acrylic Valentines Hearts Filled With Lollies Branded With Your Logo,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
560,103,1/4/6/103/560,Cubes,Lolly-Filled Cubes,Lolly-Filled Cubes,Lolly-Filled Cubes,,,Promo lolly-filled cubes custom branded with your logo,,,,,Lolllies in Clear Cubes Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
561,103,1/4/6/103/561,Jars,Jars of Lollies,Jars of Lollies,Jars of Lollies,,,Promo lolly jars custom branded with your logo,,,,,Jars of Lollies Custom Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
562,103,1/4/6/103/562,Light Bulbs,Light Globes,Light Globes,Lolly-Filled Light Bulbs,,,Promo light bulbs custom branded with your logo,,,,,Lolllies in Light Bulbs Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
563,103,1/4/6/103/563,Lollipops,Lollipops,Lollipops,Lollipops,,,Promotional lollypops custom branded with your logo,,,,,Promo Lollypops Custom Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
564,103,1/4/6/103/564,Individually Wrapped,Individually Wrapped Lollies,Individually Wrapped Lollies,Individually Wrapped Lollies,,,Individually wrapped promo lollies branded with your logo,,,,,Individually Wrapped Lollies Branded With Your Corporate Logo Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
565,103,1/4/6/103/565,Lolly Bags,Lolly Bags,Lolly Bags,Lolly Bags,,,Corporate lolly bags branded with your logo,,,,,Promo Lolly Bags Custom Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
566,103,1/4/6/103/566,Noodle Boxes,Lolly-Filled Noodle Boxes,Lolly-Filled Noodle Boxes,Lolly-Filled Noodle Boxes,,,Noodle boxes filled with lollies branded with your logo,,,,33.6,Lolllies in Noodle Boxes Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
567,103,1/4/6/103/567,Paint Tins,Lolly-Filled Paint Tins,Lolly-Filled Paint Tins,Lolly-Filled Paint Tins,,,Lolly-filled paint tins custom branded with your logo,,,,,Lolllies in Paint Tins Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom Logo, Advertising, Printed, Promo",
568,103,1/4/6/103/568,Pill Jars,Lolly-Filled Pill Jars,Lolly-Filled Pill Jars,Lolly-Filled Pill Jars,,,Lolly-filled pill jars custom branded with your logo,,,,,Lolllies in Pill Jars Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
569,103,1/4/6/103/569,Poker Confectionery,Poker Confectionery,Poker Confectionery,Poker Confectionery,,,Poker theme lollies custom branded with your logo,,,,,Poker Confectionery Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
570,103,1/4/6/103/570,Cans,Cans of Lollies,Cans of Lollies,Cans of Lollies,,,Your custom logo branded on pull-cans filled with lollies ,,,,,Promo Cans of Lollies Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
571,103,1/4/6/103/571,Boxes,Boxes of Lollies,Boxes of Lollies,Boxes of Lollies,,,Promotional lolly boxes custom branded with logo,,,,,Boxes of Lollies Custom Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
572,103,1/4/6/103/572,Soft Drink Bottles,Lolly-Filled Soft Drink Bottles,Lolly-Filled Soft Drink Bottles,Lolly-Filled Soft Drink Bottles,,,Lolly-filled soft drink bottles custom printed with your logo,,,,,Lolllies in Soft Drink Bottles Branded With Your Corporate Logo Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
573,103,1/4/6/103/573,Test Tubes,Lolly Filled Test Tubes,Lolly Filled Test Tubes,Lolly Filled Test Tubes,,,Lolly-filled test tubes custom branded with your logo,,,,,Lolllies in Test Tubess Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
574,103,1/4/6/103/574,Candy Canes,Candy Canes,Candy Canes,Candy Canes,,,Candy canes custom printed with your corporate logo,,,,,Promotional Candy Canes Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
575,103,1/4/6/103/575,Stars,Lolly-Filled Stars,Lolly-Filled Stars,Lolly-Filled Stars,,,Lollies in star shaped acrylic containers with your logo,,,,,Acrylic Stars Filled With Lollies Branded With Your Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
576,103,1/4/6/103/576,Tins,Tins of Lollies,Tins of Lollies,Tins of Lollies,,,Tinned lollies custom branded with your logo,,,,,Promo Lolllies in Tins Branded With Your Corporate Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
577,103,1/4/6/103/577,Wedding Confectionery,Wedding Confectionery,Wedding Confectionery,Wedding Confectionery,,https://paylesspromotions.com.au/promotional-products/lollies?style=3234,,,,,,,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
578,103,1/4/6/103/578,Valentines Confectionery,Valentines Confectionery,Valentines Confectionery,Valentines Confectionery,,https://paylesspromotions.com.au/promotional-products/lollies?style=3235,,,,,,,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
579,103,1/4/6/103/579,Trees,Lolly-Filled Trees,Lolly-Filled Trees,Lolly-Filled Trees,,,,,,,36.9,Acrylic Trees Filled With Lollies Branded With Your Logo | Australia,"Corporate, Branded, Promotional, Custom, Logo, Advertising, Printed, Promo",
580,788,1/4/6/788/580,Picnic Sets,,,,,,Custom branded picnic backpacks & sets,,"<!--<h3>Picnic Sets Custom Printed With Your Logo Make Great Corporate Gifts</h3>-->
 
Enjoy quality time with your loved ones with personalised picnic sets from the Payless Promotions collection. Express your love with these promotional items! After all, nothing says “I love you” better than good food, sunshine and the beautiful outdoors with the men and women that you care for the most in the world!
How about making these promo items even better? Get them with your brand logo and tagline! These are some of the prime products that your target market would love! Give them something they can use and share with the people they love! ",,,Lowest Prices on Custom Picnic Backpack Sets With Your Logo | Australia,"Custom,Logo,Branded,Promo,Printed,Promotional,Corporate,Branded","Impress your team with Australia’s best Custom Picnic Sets branded with your corporate or team logo. Save money every time on our huge Picnic Set range with our ""Australia’s Lowest Price Guarantee"". Click through to find custom branded Picnic Sets perfect for your organisation, sports club, university or school."
581,129,1/4/6/107/129/581,Whiteboard Markers,Whiteboard Pens,Whiteboard Markers,Whiteboard Markers,,,,,"Make a mark with custom whiteboard pens by Payless Promotions. As advertising or promotional give-aways, these pens reach out to a target market that’s busy and on-the-move. Remind them of your above-standard products and services with the help of the favourite source of cheap premium quality promo products in Australia, Payless Promotions. ",,,Cheap Promotional Whiteboard Markers | Prices Online,"Promotional, Advertising, Custom, Printed, Logo, Business, Corporate, Branded
","Impress your team with Australia's best Promotional Whiteboard Markers branded with your corporate or team logo. Save money every time on our huge Whiteboard Marker range with our Australia's Lowest Price Guarantee. Click through to find custom branded Whiteboard Markers perfect for your organisation, sports club, university or school."
582,107,1/4/6/107/582,Highlighters,Highlight Pens,Highlighters,Highlighters,,,,,"Put the spotlight on good business, and your products and services with promotional highlight pens by Payless Promotions. Our custom pens work great in advertising your company with men and women in related industries. In Australia, choose the trusted provider of cheap premium quality products, Payless Promotions. Get in touch with us today and let’s talk about your requirements.",,30.1,Cheap Promotional Custom Highlighters | Prices Online,"Promo,Custom,Logo,Branded,Promotional,Promo,Custom,Logo","Impress your team with Australia's best Promotional Highlighters branded with your corporate or team logo. Save money every time on our huge Highlighter range with our Australia's Lowest Price Guarantee. Click through to find custom branded Highlighters perfect for your organisation, sports club, university or school."
583,129,1/4/6/107/129/583,Permanent Markers,Permanent Marker Pens,Permanent Markers,Permanent Markers,,,,,Make a permanent impact on your target market with custom permanent marker pens by Payless Promotions. Make sure your printed word – and whatever else you decide to print – comes out in the best way possible. We provide Australia with promotional products they can trust in terms of quality and affordable prices. Buy from us today to enjoy cheap discounted rates.,,,Cheap Promotional Permanent Markers | Prices Online,"Promotional, Printed, Custom, Advertising, Logo, Business, Corporate, Branded
","Impress your team with Australia's best Promotional Permanent Markers branded with your corporate or team logo. Save money every time on our huge Permanent Marker range with our Australia's Lowest Price Guarantee. Click through to find custom branded Permanent Markers perfect for your organisation, sports club, university or school."
586,322,1/4/9/68/322/586,Basketball Jerseys,Basketball Singlets		,Basketball Tops,Basketball Shirts,,,Play the part in our custom printed basketball jerseys,,"“There is more to me than just this jersey” Steph Curry – Well Steph wouldn’t have been saying that if he had been wearing a Payless Promotions custom basketball jersey. Basketball is taking the country by storm and your club shouldn’t get left behind. Make sure your players look fresh in a customized club jersey. After all, you can’t have the next Lebron (G.O.A.T) trying to dunk in some rags. Those long-range bombs will look even sweeter in jerseys you have bought so go on, score a 3 off the court and contact us to start your order. Don’t forget to have a look at our Basketball shorts to complete your uniforms.",,40.2,Quality Custom Basketball Jerseys Australia | Guaranteed Low Prices,"Custom, Team, Uniform, Club, Printed, Branded, Logo, Personalised
","Impress your team with Australia's best Custom Basketball Jerseys branded with your corporate or team logo. Save money every time on our huge Basketball Jersey range with our Australia's Lowest Price Guarantee. Click through to find custom branded Basketball Jerseys perfect for your organisation, sports club, university or school."
587,322,1/4/9/68/322/587,Basketball Shorts,Basketball Team Shorts,Basketball Shorts,Basketball Shorts,,,Step your way to victory in our custom printed basketball shorts,,"Basketball shorts have come a long way since Larry Bird was showing off those matchsticks in the ’80s. With our new style of shorts giving players’ freedom of movement, comfort and durability make sure to contact us to order enough for your whole team. Get your new shorts from the leader in promo wear in Australia. Your club will be delighted if you buy everyone shorts so imagine how happy they would be if you went the whole hog and bought Jerseys as well. Take a look at our Basketball Jerseys to finalise your uniforms.",,68.2,Quality Custom Basketball Shorts Australia | Guaranteed Low Prices,"Custom, Uniform, Customised, Club, Printed, Branded, Logo, Personalised
","Impress your team with Australia's best Custom Basketball Shorts branded with your corporate or team logo. Save money every time on our huge Basketball Short range with our Australia's Lowest Price Guarantee. Click through to find custom branded Basketball Shorts perfect for your organisation, sports club, university or school."
590,323,1/4/9/68/323/590,Netball Dresses,Netball Club Uniforms,A-Line Netball Dresses,A-Line Netball Dresses,,,Custom netball dresses designed to set your team apart from the rest ,,"Our custom embroidered netball dresses will have your team looking like they belong at the top of the table. The custom printed dresses come in different styles and offer your club the opportunity to have your team’s crest on your uniforms. Keep everyone happy (yes, even the diva playing goal attack and her partner in crime that plays wing attack) with our high-quality dresses that will leave your team completely satisfied. Give us a call today if you have any questions or want to place an order. ",,65.7,Quality Custom Netball Dresses Australia | Guaranteed Low Prices,"Custom, Uniform, Team, Customised, printed, Branded, Logo, Personalised
","Impress your team with Australia's best Custom A-Line Netball Dresses branded with your corporate or team logo. Save money every time on our huge A-Line Netball Dress range with our Australia's Lowest Price Guarantee. Click through to find custom branded A-Line Netball Dresses perfect for your organisation, sports club, university or school."
592,323,1/4/9/68/323/592,Netball Skirts,Netball Skirts,Netball Skirts,Netball Skirts,,,Take a shot on our custom netball skirts,,"If a dress isn’t for your team there is no need to worry, we have got you all covered with our custom printed netball skirts. Let your team feel confident gliding across the court in our high-quality skirts. With a range of styles and colours available, even the fussiest players on your team will be buzzing with their new skirts. Choose bold colours to stand out from the crowd or keep it simple to let your team’s play do the talking – either way, you are in control. ",,,Quality Custom Netball Skirts Australia | Guaranteed Low Prices,"Custom, Uniform, Club, Printed, Team, Branded, Logo, Personalised
","Impress your team with Australia's best Custom Netball Skirts branded with your corporate or team logo. Save money every time on our huge Netball Skirt range with our Australia's Lowest Price Guarantee. Click through to find custom branded Netball Skirts perfect for your organisation, sports club, university or school."
594,323,1/4/9/68/323/594,Netball Bibs,Netball Bibs,Netball Bibs,Netball Bibs,,,,,"Warning: these custom bibs are not for babies! Get your team uniform netball bibs that are tough, durable and reliable. Payless Promotions is the leading name in cheap premium quality promo wear in Australia. You can trust us for sports wear that plays as hard as your toughest athlete. Win the game with Payless Promotions!",,,Quality Custom Netball Bibs Australia | Guaranteed Low Prices,"Custom, Team, Uniform, Club, Printed, Branded, Logo, Personalised
","Shop For Australia's Best Prices On Custom Netball Bibs - Speedy Turnaround & Prices Online - The Team Uniforms Gurus
"
596,324,1/4/9/68/324/596,Soccer Jerseys,Soccer Shirts	,Soccer Tops	,Soccer Shirts,,,Choose our custom soccer jerseys to unite your team,,"Here at Payless Promotions, we value everyone that plays sports, which is why we provide soccer jerseys in long sleeves as well as short sleeves, so you can cater for that one player on your team who thinks they are prime Thierry Henry. (I bet they even where those black gloves, come on, we all know someone that does it.) Choose Payless Promotions and keep even the biggest prima donna happy with a high-quality jersey that has your club’s sponsors and logo on it. No Soccer uniform is complete without shorts so have a look at our range to finish off your new look.",,65.9,Quality Custom Soccer Jerseys Australia | Guaranteed Low Prices,"Custom, Club, Team, Uniform, Printed, Branded, Logo, Personalised
","Impress your team with Australia's best Custom Soccer Jerseys branded with your corporate or team logo. Save money every time on our huge Soccer Jersey range with our Australia's Lowest Price Guarantee. Click through to find custom branded Soccer Jerseys perfect for your organisation, sports club, university or school."
597,324,1/4/9/68/324/597,Soccer Shorts,Soccer Team Shorts,Soccer Shorts,Soccer Shorts,,,Complete your uniforms with our custom soccer shorts,,"Be confident when you next slide in for a crunching tackle and use Payless Promotions for your soccer shorts. Stand out when you are next on the pitch with our custom soccer shorts which are durable yet flexible, allowing a complete range of movement. When you buy our soccer shorts you will be getting a quality product at a cheap price. Although Shirts v Skins is a playground classic, you can’t get away with skins on a soccer pitch so have a look at our Soccer Jerseys and get your club complete uniforms.",,56.2,Quality Custom Soccer Shorts Australia | Guaranteed Low Prices,"Custom, Club, Uniform, Printed, Customised, Branded, Logo, Personalised
","Impress your team with Australia's best Custom Soccer Shorts branded with your corporate or team logo. Save money every time on our huge Soccer Short range with our Australia's Lowest Price Guarantee. Click through to find custom branded Soccer Shorts perfect for your organisation, sports club, university or school."
600,325,1/4/9/68/325/600,Cricket Shirts,Cricket Tops	,Cricket Jerseys,Cricket Shirts,,,Custom cricket shirts that will bowl you over,,"Whether it is white shirts for 2 day games or coloured shirts for limited over games, we have you covered. Picture this now: Your captain lifting the premiership shield, the players around the skip all spraying champagne and there is your premiership picture. That picture is going to be on the social room walls for decades to come, so you better make sure the team look their best. How are you going to do that? Well by ordering custom shirts for every one of them through Payless Promotions of course. Give us a call today to speak with a fellow cricket nuffy and ask any questions you may have.",,72.4,Quality Custom Cricket Shirts Australia | Guaranteed Low Prices,"Custom, Team, Uniform, Club, Printed, Branded, Logo, Personalised
","Impress your team with Australia's best Custom Cricket Shirts branded with your corporate or team logo. Save money every time on our huge Cricket Shirt range with our Australia's Lowest Price Guarantee. Click through to find custom branded Cricket Shirts perfect for your organisation, sports club, university or school."
601,325,1/4/9/68/325/601,Cricket Pants,Cricket Bottoms,Cricket Pants,Cricket Pants,,,Even the wicket keeper will love our custom branded cricket pants,,"Cricket pants have to be able to withstand a lot in Australia – Extreme heat, severe rain storms and of course, itchy sandpaper….. Well our custom embroidered cricket pants are made to withstand it all! (We don’t endorse cheating, ffs don’t risk your balls – either the match one or your own- by using sandpaper then putting it down your box) Have the confidence to pull off a token dive to keep the angry fast bowler happy in our high quality, durable custom cricket trousers. ",,68.2,Quality Custom Cricket Pants Australia | Guaranteed Low Prices,"Custom, Uniform, Team, Printed, Logo, Branded, Personalised, Customised
","Impress your team with Australia's best Custom Cricket Pants branded with your corporate or team logo. Save money every time on our huge Cricket Pant range with our Australia's Lowest Price Guarantee. Click through to find custom branded Cricket Pants perfect for your organisation, sports club, university or school."
604,326,1/4/9/68/326/604,Football (AFL) Jerseys,AFL Jumpers	,AFL Guernseys	,AFL Tops,,,Our custom football (AFL) jerseys hit harder than a dusty 'don't argue',,Is it time your club takes the next step towards a flag? Well that step should be looking the best on the field. A team that is confident is a dangerous thing. Our custom printed football jerseys would set you apart from every team and give your players the confidence to mount an assault at the premiership. Playing for the badge will never be easier after you choose our custom football jerseys and give your club something to be proud of.,,,Quality Custom Football (AFL) Jerseys Australia | Guaranteed Low Prices,"Custom, Uniform, Team, Club, Printed, Branded, Logo, Personalised
","Impress your team with Australia's best Custom AFL Jerseys branded with your corporate or team logo. Save money every time on our huge AFL Jersey range with our Australia's Lowest Price Guarantee. Click through to find custom branded AFL Jerseys perfect for your organisation, sports club, university or school."
605,326,1/4/9/68/326/605,Football (AFL) Shorts,AFL Team Shorts,AFL Shorts,AFL Shorts,,,Custom printed football (AFL) shorts fit for a flag,,"Complete the full football uniform with custom printed football shorts for your whole club. No matter what your club colours are, we will be able to provide your club with high quality shorts that will be able to withstand the toughest tackle. Give your club the perfect start to the season with new shorts for the team and watch them go from strength to strength. Call us today if you have any questions or want to place an order. ",,,Quality Custom Football (AFL) Shorts Australia | Guaranteed Low Prices,"Custom, Customised, Uniform, Branded, Club, Logo, Personalised, Imprinted
","Impress your team with Australia's best Custom AFL Shorts branded with your corporate or team logo. Save money every time on our huge AFL Short range with our Australia's Lowest Price Guarantee. Click through to find custom branded AFL Shorts perfect for your organisation, sports club, university or school."
608,327,1/4/9/68/327/608,Cycling Jerseys,Cycling Tops	,Cycling Shirts,Cycling Jerseys,,,,,"Don’t sweat the road up ahead! You’ve got nothing to worry about with custom cycling tops from Payless Promotions on your side! Get uniform cycling shirts for your team and take on the road confidently. We are the leading provider of cheap premium quality wear in Australia. Rely on our sportswear to get you through the heat, dust and stress of the open road.",,,Quality Custom Cycling Jerseys Australia | Guaranteed Low Prices,"Custom, Team, Uniform, Club, Printed, Branded, Logo, Personalised
","Impress your team with Australia's best Custom Cycling Jerseys branded with your corporate or team logo. Save money every time on our huge Cycling Jersey range with our Australia's Lowest Price Guarantee. Click through to find custom branded Cycling Jerseys perfect for your organisation, sports club, university or school."
609,328,1/4/9/68/328/609,Hockey Jerseys,Hockey Shirts	,Hockey Tops,Hockey Jerseys,,,Custom hockey jerseys that take the pressure off you,,"Being asked to sort out the jerseys for the whole team can be daunting - we understand the pressure. However if you choose our custom hockey jerseys you’ll be in full control of the style, colouring, sponsors and badge on the jerseys. Sounds pretty good right? Best of all, you just need to give us a call to discuss all the customisation, potential sizes and how many you’d like to order. So take the pressure off yourself and deliver the goods to your team.  ",,,Quality Custom Hockey Jerseys Australia | Guaranteed Low Prices,"Custom, Club, Team, Uniform, Printed, Branded, Logo, Personalised
","Impress your team with Australia's best Custom Hockey Jerseys branded with your corporate or team logo. Save money every time on our huge Hockey Jersey range with our Australia's Lowest Price Guarantee. Click through to find custom branded Hockey Jerseys perfect for your organisation, sports club, university or school."
